Log file open, 01/29/23 13:37:50
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.Streaming.PoolSize:1000]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.Streaming.MaxEffectiveScreenSize:0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Applying CVar settings from Section [EffectsQuality@3] File [Scalability]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.TranslucencyLightingVolumeDim:64]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.RefractionQuality:2]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SSR.Quality:3]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SSR.HalfResSceneColor:0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SceneColorFormat:4]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.DetailMode:2]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.TranslucencyVolumeBlur:1]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.MaterialQualityLevel:1 ; High quality]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SSS.Scale:1]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SSS.SampleSet:2]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SSS.Quality:1]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SSS.HalfRes:0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SSGI.Quality:3]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:1.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.ParticleLightQuality:2]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.FastApplyOnOpaque:1 ; Always have FastSkyLUT 1 in this case to avoid wrong sky]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:4]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution:16.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT:1]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMin:4.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:128.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMin:4.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:128.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat:0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.SampleCount:10.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyAtmosphere.MultiScatteringLUT.SampleCount:15.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.SkyLight.RealTimeReflectionCapture:1]]
[2023.01.29-19.37.50:868][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:3]] deferred - dummy variable created
[2023.01.29-19.37.50:868][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@3] File [Scalability]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[foliage.DensityScale:1.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[grass.DensityScale:1.0]]
[2023.01.29-19.37.50:868][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@3] File [Scalability]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.HairStrands.SkyLighting.IntegrationType:2]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.HairStrands.SkyAO.SampleCount:4]]
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2023.01.29-19.37.50:868][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2023.01.29-19.37.50:868][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2023.01.29-19.37.50:884][  0]LogD3D12RHI: Aftermath initialized
[2023.01.29-19.37.50:884][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2023.01.29-19.37.51:144][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce GTX 1050 (Max supported Feature Level 12_1, shader model 6.6)
[2023.01.29-19.37.51:144][  0]LogD3D12RHI: Adapter has 1978MB of dedicated video memory, 0MB of dedicated system memory, and 8150MB of shared system memory, 1 output[s]
[2023.01.29-19.37.51:227][  0]LogD3D12RHI: Found D3D12 adapter 1: Intel(R) UHD Graphics 620 (Max supported Feature Level 12_1, shader model 6.5)
[2023.01.29-19.37.51:227][  0]LogD3D12RHI: Adapter has 128MB of dedicated video memory, 0MB of dedicated system memory, and 8150MB of shared system memory, 0 output[s]
[2023.01.29-19.37.51:239][  0]LogD3D12RHI: Found D3D12 adapter 2: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2023.01.29-19.37.51:239][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 8150MB of shared system memory, 0 output[s]
[2023.01.29-19.37.51:239][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2023.01.29-19.37.51:240][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.29-19.37.51:240][  0]LogHAL: Display: Platform has ~ 16 GB [17092849664 / 17179869184 / 16], which maps to Larger [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2023.01.29-19.37.51:240][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2023.01.29-19.37.51:240][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2023.01.29-19.37.51:240][  0]LogConfig: Applying CVar settings from Section [ViewDistanceQuality@0] File [Scalability]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.SkeletalMeshLODBias:2]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.ViewDistanceScale:0.4]]
[2023.01.29-19.37.51:240][  0]LogConfig: Applying CVar settings from Section [AntiAliasingQuality@0] File [Scalability]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.FXAA.Quality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.TemporalAA.Quality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.TSR.History.UpdateQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.TSR.ShadingRejection.SpatialFilter:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.TSR.ShadingRejection.Flickering:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.TSR.Velocity.Extrapolation:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: CVar [[r.TSR.Velocity.HoleFill:0]] deferred - dummy variable created
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.TSR.RejectionAntiAliasingQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Applying CVar settings from Section [ShadowQuality@0] File [Scalability]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.LightFunctionQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.ShadowQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.CSM.MaxCascades:1]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.MaxResolution:512]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.MaxCSMResolution:512]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.RadiusThreshold:0.06]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.DistanceScale:0.6]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.CSM.TransitionScale:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.PreShadowResolutionFactor:0.5]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.DistanceFieldShadowing:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.DistanceFieldAO:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.VolumetricFog:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.LightMaxDrawDistanceScale:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.CapsuleShadows:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.Virtual.MaxPhysicalPages:512]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.Virtual.ResolutionLodBiasDirectional:0.0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.Virtual.ResolutionLodBiasLocal:1.0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.RayCountDirectional:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.SamplesPerRayDirectional:2]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.RayCountLocal:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Shadow.Virtual.SMRT.SamplesPerRayLocal:2]]
[2023.01.29-19.37.51:240][  0]LogConfig: Applying CVar settings from Section [GlobalIlluminationQuality@0] File [Scalability]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Lumen.DiffuseIndirect.Allow:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Applying CVar settings from Section [ReflectionQuality@0] File [Scalability]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Lumen.Reflections.Allow:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Applying CVar settings from Section [PostProcessQuality@0] File [Scalability]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.MotionBlurQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.MotionBlur.HalfResGather:1]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.AmbientOcclusionMipLevelFactor:1.0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.AmbientOcclusionMaxQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.AmbientOcclusionLevels:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.AmbientOcclusionRadiusScale:1.2]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.DepthOfFieldQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.RenderTargetPoolMin:300]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.LensFlareQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.SceneColorFringeQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.BloomQuality:4]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Bloom.ScreenPercentage:25.000]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.FastBlurThreshold:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Upscale.Quality:1]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Tonemapper.GrainQuantization:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.LightShaftQuality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Filter.SizeScale:0.6]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Tonemapper.Quality:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Applying CVar settings from Section [TextureQuality@0] File [Scalability]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Streaming.MipBias:16]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Streaming.AmortizeCPUToGPUCopy:1]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Streaming.MaxNumTexturesToStreamPerFrame:1]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Streaming.Boost:0.3]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.MaxAnisotropy:0]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.VT.MaxAnisotropy:4]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Streaming.LimitPoolSizeToVRAM:1]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.Streaming.PoolSize:400]]
[2023.01.29-19.37.51:240][  0]LogConfig: Applying CVar settings from Section [EffectsQuality@0] File [Scalability]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.TranslucencyLightingVolumeDim:24]]
[2023.01.29-19.37.51:240][  0]LogConfig: Set CVar [[r.RefractionQuality:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SSR.Quality:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SSR.HalfResSceneColor:1]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SceneColorFormat:3]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.DetailMode:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.TranslucencyVolumeBlur:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.MaterialQualityLevel:0 ; Low quality]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SSS.Scale:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SSS.SampleSet:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SSS.Quality:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SSS.HalfRes:1]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SSGI.Quality:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:0.125]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.ParticleLightQuality:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:1]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.DepthResolution:8.0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMin:2.0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:16.0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMin:2.0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:16.0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SkyAtmosphere.TransmittanceLUT.UseSmallFormat:1]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.SkyLight.RealTimeReflectionCapture:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:0]] deferred - dummy variable created
[2023.01.29-19.37.51:241][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@0] File [Scalability]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[foliage.DensityScale:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[grass.DensityScale:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@0] File [Scalability]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:1]]
[2023.01.29-19.37.51:241][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:1]] deferred - dummy variable created
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:0]]
[2023.01.29-19.37.51:241][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.01.29-19.37.51:241][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.01.29-19.37.51:241][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.01.29-19.37.51:241][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [C:/Users/Zach/Documents/Unreal Projects/Shotgun/Saved/Config/WindowsEditor/Editor.ini]
[2023.01.29-19.37.51:241][  0]LogInit: Computer: DESKTOP-5O0PL5U
[2023.01.29-19.37.51:241][  0]LogInit: User: Zach
[2023.01.29-19.37.51:241][  0]LogInit: CPU Page size=4096, Cores=4
[2023.01.29-19.37.51:241][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.01.29-19.37.51:241][  0]LogMemory: Memory total: Physical=15.9GB (16GB approx)
[2023.01.29-19.37.51:241][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.01.29-19.37.51:241][  0]LogMemory: Process Physical Memory: 289.40 MB used, 293.15 MB peak
[2023.01.29-19.37.51:241][  0]LogMemory: Process Virtual Memory: 274.56 MB used, 274.56 MB peak
[2023.01.29-19.37.51:241][  0]LogMemory: Physical Memory: 10901.44 MB used,  5399.57 MB free, 16301.01 MB total
[2023.01.29-19.37.51:241][  0]LogMemory: Virtual Memory: 18734.27 MB used,  12436.72 MB free, 31170.99 MB total
[2023.01.29-19.37.51:241][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.01.29-19.37.51:246][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.01.29-19.37.51:256][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.01.29-19.37.51:256][  0]LogInit: Using OS detected language (en-US).
[2023.01.29-19.37.51:256][  0]LogInit: Using OS detected locale (en-US).
[2023.01.29-19.37.51:264][  0]LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
[2023.01.29-19.37.51:503][  0]LogInit: Setting process to per monitor DPI aware
[2023.01.29-19.37.51:518][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.01.29-19.37.51:518][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.01.29-19.37.51:518][  0]LogWindowsTextInputMethodSystem:   - English (United States) - Touch Input Correction (TSF IME).
[2023.01.29-19.37.51:518][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United States) - (Keyboard).
[2023.01.29-19.37.51:537][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.01.29-19.37.51:537][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.01.29-19.37.51:657][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.01.29-19.37.51:658][  0]LogWindows: Attached monitors:
[2023.01.29-19.37.51:658][  0]LogWindows:     resolution: 3840x2160, work area: (0, 0) -> (3840, 2100), device: '\\.\DISPLAY2' [PRIMARY]
[2023.01.29-19.37.51:658][  0]LogWindows: Found 1 attached monitors.
[2023.01.29-19.37.51:658][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.01.29-19.37.51:658][  0]LogRHI: RHI Adapter Info:
[2023.01.29-19.37.51:658][  0]LogRHI:             Name: NVIDIA GeForce GTX 1050
[2023.01.29-19.37.51:658][  0]LogRHI:   Driver Version: 528.02 (internal:31.0.15.2802, unified:528.02)
[2023.01.29-19.37.51:658][  0]LogRHI:      Driver Date: 12-22-2022
[2023.01.29-19.37.51:658][  0]LogD3D12RHI:     GPU DeviceId: 0x1c8d (for the marketing name, search the web for "GPU Device Id")
[2023.01.29-19.37.51:658][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.01.29-19.37.51:662][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.01.29-19.37.51:662][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: Bindless resources are supported
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.01.29-19.37.51:763][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.01.29-19.37.51:815][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.01.29-19.37.51:816][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.01.29-19.37.51:816][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.01.29-19.37.51:867][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.01.29-19.37.51:867][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.01.29-19.37.51:868][  0]LogRHI: Texture pool is 1059 MB (70% of 1513 MB)
[2023.01.29-19.37.51:868][  0]LogD3D12RHI: Async texture creation enabled
[2023.01.29-19.37.51:868][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.01.29-19.37.51:898][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="C:/Users/Zach/Documents/Unreal Projects/Shotgun/Shotgun.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/Zach/Documents/Unreal Projects/Shotgun/Intermediate/TurnkeyReport_0.log" -log="C:/Users/Zach/Documents/Unreal Projects/Shotgun/Intermediate/TurnkeyLog_0.log" -project="C:/Users/Zach/Documents/Unreal Projects/Shotgun/Shotgun.uproject"  -platform=all'
[2023.01.29-19.37.51:898][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/Zach/Documents/Unreal Projects/Shotgun/Shotgun.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/Zach/Documents/Unreal Projects/Shotgun/Intermediate/TurnkeyReport_0.log" -log="C:/Users/Zach/Documents/Unreal Projects/Shotgun/Intermediate/TurnkeyLog_0.log" -project="C:/Users/Zach/Documents/Unreal Projects/Shotgun/Shotgun.uproject"  -platform=all" ]
[2023.01.29-19.37.51:930][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.01.29-19.37.51:930][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.01.29-19.37.51:930][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.01.29-19.37.51:930][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.01.29-19.37.51:930][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.01.29-19.37.51:930][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.01.29-19.37.51:930][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.01.29-19.37.51:931][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.01.29-19.37.51:931][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.01.29-19.37.51:932][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.01.29-19.37.51:932][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.01.29-19.37.51:940][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.01.29-19.37.51:974][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.01.29-19.37.51:974][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.01.29-19.37.51:978][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.01.29-19.37.51:978][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.01.29-19.37.51:981][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
